# Constructed from biom file
#OTU ID	L1S8	L1S57	L1S76	L1S105	L1S140	L1S208	L1S257	L1S281	L2S155	L2S175	L2S204	L2S222	L2S240	L2S309	L2S357	L2S382	L3S242	L3S294	L3S313	L3S341	L3S360	L3S378	L4S63	L4S112	L4S137	L5S104	L5S155	L5S174	L5S203	L5S222	L5S240	L6S20	L6S68	L6S93
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00123001230012	0.00183924958617	0.00266279351247	0.00495662949195	0.0	0.0043431053203	0.00232095490716	0.00257323832146	0.0	0.000679347826087	0.00230061349693	0.00243111831442	0.00725806451613	0.0	0.00538075695394	0.00288421920066	0.0512708533496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000410004100041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000743494423792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00020601565719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000820008200082	0.00275887437925	0.0198499152748	0.031970260223	0.00141763538418	0.00488599348534	0.0026525198939	0.0166270783848	0.0	0.00135869565217	0.00153374233129	0.00729335494327	0.0217741935484	0.0	0.0047423620611	0.0061804697157	0.00794829242729	0.000399201596806	0.0	0.000919117647059	0.00212585034014	0.0	0.000470145745181	0.000253742704897	0.00082406262876	0.00129274885415
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00307503075031	0.00257494942064	0.00314693778746	0.0275092936803	0.00170116246102	0.00760043431053	0.00165782493369	0.00475059382423	0.0	0.000679347826087	0.000766871165644	0.0032414910859	0.0258064516129	0.0	0.00574555403557	0.00494437577256	0.00305703554896	0.00159680638723	0.00050454086781	0.0	0.000425170068027	0.000360880548538	0.000470145745181	0.00101497081959	0.00096140640022	0.00152779410036
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000410004100041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00123001230012	0.00128747471032	0.0496247881869	0.0114002478315	0.0	0.00597176981542	0.00497347480106	0.0	0.0	0.00135869565217	0.0	0.0226904376013	0.00564516129032	0.0	0.00483356133151	0.0040173053152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013734377146	0.0
k__Bacteria;p__Bacteroidetes;c__VC2_1_Bac22;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000182398540812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales];f__Rhodothermaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000273597811218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae	0.0	0.0	0.0	0.0	0.0	0.000101399310485	0.0	0.0	0.0010250102501	0.00128747471032	0.00387315419995	0.00644361833953	0.0	0.0043431053203	0.0	0.0	0.0	0.000679347826087	0.00153374233129	0.00243111831442	0.00322580645161	0.0	0.00291837665299	0.00113308611454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000242072137497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000273597811218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Ellin6529;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000410004100041	0.0	0.0	0.000743494423792	0.0	0.0	0.0	0.0	0.0	0.0	0.000766871165644	0.0	0.0	0.0	0.000273597811218	0.000103007828595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000410004100041	0.0	0.000242072137497	0.000991325898389	0.0	0.0	0.000331564986737	0.0	0.0	0.0	0.0	0.0	0.000806451612903	0.0	0.000182398540812	0.00041203131438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000820008200082	0.0	0.0	0.000495662949195	0.0	0.000542888165038	0.0	0.0	0.0	0.000679347826087	0.0	0.0	0.0	0.0	0.000638394892841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;f__Trebouxiophyceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000743494423792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__	0.0	0.0	0.0	0.000110314396029	0.0	0.000304197931454	0.000139567341242	0.000132485426603	0.0184501845018	0.00275887437925	0.0505930767369	0.0693928128872	0.00141763538418	0.0363735070575	0.0208885941645	0.00296912114014	0.0	0.0740489130435	0.00536809815951	0.0453808752026	0.118548387097	0.0	0.0599179206566	0.0250309023486	0.00524063236964	0.130538922156	0.00050454086781	0.0	0.000425170068027	0.00288704438831	0.000940291490362	0.0	0.00013734377146	0.000117522623105
k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000410004100041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000182398540812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010250102501	0.00183924958617	0.00121036068748	0.00123915737299	0.000850581230508	0.0	0.000994694960212	0.00475059382423	0.0	0.00203804347826	0.00230061349693	0.00405186385737	0.00322580645161	0.0	0.000273597811218	0.00133910177173	0.00690016595336	0.0	0.0	0.000459558823529	0.0	0.000360880548538	0.000470145745181	0.0	0.00109875017168	0.000587613115525
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000205002050021	0.000551774875851	0.000484144274994	0.000991325898389	0.0	0.000542888165038	0.000331564986737	0.0	0.0	0.0	0.0	0.00243111831442	0.00241935483871	0.0	0.00118559051528	0.000927070457355	0.000174687745655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000242072137497	0.000495662949195	0.0	0.0	0.0	0.0	0.0	0.000679347826087	0.0	0.0	0.0	0.0	0.000455996352029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010250102501	0.000919624793084	0.000242072137497	0.0	0.0	0.000542888165038	0.0	0.0	0.0	0.0	0.0	0.000810372771475	0.0	0.0	0.000455996352029	0.00020601565719	0.0	0.0	0.0	0.0	0.0	0.0	0.000470145745181	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000205002050021	0.000551774875851	0.00266279351247	0.0111524163569	0.000283527076836	0.0	0.00431034482759	0.0	0.0	0.00203804347826	0.000766871165644	0.00405186385737	0.0104838709677	0.0	0.000820793433653	0.00432632880099	0.0	0.000399201596806	0.0	0.0	0.0	0.000360880548538	0.0	0.0	0.00054937508584	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000810372771475	0.0	0.0	0.000455996352029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00123001230012	0.000183924958617	0.00121036068748	0.00148698884758	0.000567054153672	0.00162866449511	0.000331564986737	0.0	0.0	0.00135869565217	0.00153374233129	0.00162074554295	0.00241935483871	0.0	0.00218878248974	0.00061804697157	0.000786094855446	0.000399201596806	0.00050454086781	0.000459558823529	0.0	0.0	0.000940291490362	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae	0.0	0.0	0.0	0.0	0.0	0.000405597241939	0.000697836706211	0.000132485426603	0.020090200902	0.0524186132058	0.0237230694747	0.0156133828996	0.000992344768925	0.173181324647	0.12698938992	0.0267220902613	0.0	0.0475543478261	0.11963190184	0.0575364667747	0.00967741935484	0.0	0.147651618787	0.169859909353	0.0496986636387	0.000399201596806	0.0	0.000459558823529	0.000425170068027	0.00108264164562	0.000940291490362	0.0	0.0	0.000117522623105
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Exiguobacteraceae]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000247831474597	0.0	0.0	0.000663129973475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000364797081623	0.0	8.73438728273e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae	0.0	0.0	0.000113160574856	0.000110314396029	0.0	0.000101399310485	0.0	0.0	0.00389503895039	0.0121390472687	0.00217864923747	0.00396530359356	0.00765523107457	0.00325732899023	0.0109416445623	0.00376088677751	0.0	0.00203804347826	0.013036809816	0.00567260940032	0.00564516129032	0.0	0.00401276789786	0.0140090646889	0.0125775176871	0.0111776447106	0.0110998990918	0.00735294117647	0.00680272108844	0.0162396246842	0.0075223319229	0.00241055569652	0.00494437577256	0.00117522623105
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;Other	0.0	0.000102113754723	0.0	0.0	0.0	0.000101399310485	0.0	0.0	0.000820008200082	0.00312672429649	0.000484144274994	0.000495662949195	0.00864757584349	0.00271444082519	0.000994694960212	0.00178147268409	0.000897666068223	0.00135869565217	0.00460122699387	0.00243111831442	0.000806451612903	0.0	0.0031007751938	0.00422332097239	0.00436719364137	0.0275449101796	0.0146316851665	0.0124080882353	0.0178571428571	0.0119090581018	0.0235072872591	0.0041867546308	0.0196401593188	0.00411329180867
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__	0.000120192307692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000410004100041	0.00680522346882	0.00145243282498	0.00148698884758	0.0	0.00217155266015	0.0	0.0	0.0	0.00135869565217	0.00536809815951	0.000810372771475	0.0	0.0	0.000364797081623	0.00041203131438	8.73438728273e-05	0.000399201596806	0.0	0.0	0.0	0.0	0.0	0.0	0.00013734377146	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.000139567341242	0.0	0.00287002870029	0.000551774875851	0.000968288549988	0.00272614622057	0.000283527076836	0.00271444082519	0.0255305039788	0.000395882818686	0.0	0.000679347826087	0.000766871165644	0.0	0.00564516129032	0.0	0.00282717738258	0.00515039142975	0.00104812647393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000615006150062	0.00183924958617	0.000968288549988	0.000743494423792	0.000567054153672	0.00162866449511	0.00397877984085	0.000197941409343	0.0	0.00135869565217	0.0	0.00567260940032	0.00161290322581	0.0	0.00118559051528	0.00504738360115	0.00401781815006	0.00279441117764	0.0	0.000459558823529	0.000850340136054	0.000721761097077	0.000470145745181	0.000761228114692	0.00178546902898	0.000822658361735
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000183924958617	0.0	0.00322180916976	0.00070881769209	0.0	0.0	0.000395882818686	0.0	0.0	0.0	0.0	0.00403225806452	0.0	0.000455996352029	0.00020601565719	8.73438728273e-05	0.0	0.00151362260343	0.0	0.0	0.0	0.00188058298072	0.000253742704897	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	0.000240384615385	0.0	0.0	0.0	0.0	0.000101399310485	0.0	0.000132485426603	0.00389503895039	0.0104837226412	0.00459937061244	0.00421313506815	0.0	0.00597176981542	0.0208885941645	0.0	0.0	0.000679347826087	0.0138036809816	0.00405186385737	0.00564516129032	0.0	0.0113999088007	0.0270910589205	0.000436719364137	0.0	0.0	0.0	0.0	0.0	0.0	0.000126871352449	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000820008200082	0.000367849917234	0.000726216412491	0.000247831474597	0.0	0.00108577633008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000820793433653	0.000309023485785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	0.00348557692308	0.000510568773614	0.000113160574856	0.000441257584115	0.0	0.00121679172582	0.000279134682484	0.000662427133015	0.0928659286593	0.226227699099	0.0363108206245	0.0498141263941	0.103487383045	0.183496199783	0.185344827586	0.144101346002	0.00448833034111	0.0434782608696	0.194018404908	0.0737439222042	0.0411290322581	0.00192554557125	0.078431372549	0.192727647301	0.204559350162	0.186427145709	0.211402623613	0.122702205882	0.221513605442	0.116203536629	0.101081335214	0.0556965237249	0.108776266996	0.0881419673287
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae	0.000120192307692	0.000204227509446	0.000339481724567	0.000110314396029	0.000117966261649	0.000101399310485	0.000558269364969	0.0	0.0	0.0	0.0	0.0	0.0	0.000542888165038	0.0	0.0	0.0	0.0	0.0	0.0	0.00241935483871	0.0	9.11992704058e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;Other	0.00300480769231	0.00285918513224	0.00430010184452	0.00187534473249	0.00601627934411	0.0013181910363	0.000697836706211	0.00344462109168	0.0	0.0	0.000484144274994	0.000991325898389	0.0	0.000542888165038	0.0	0.000791765637371	0.00269299820467	0.0	0.0	0.0	0.0	0.00192554557125	0.000273597811218	0.0	0.000174687745655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__	0.00901442307692	0.0335954253038	0.0115423786353	0.0112520683949	0.0112067948567	0.0281890083147	0.0365666434054	0.0229199788023	0.00492004920049	0.00514989884127	0.000968288549988	0.00123915737299	0.0015593989226	0.00217155266015	0.0	0.0041567695962	0.00897666068223	0.00135869565217	0.00153374233129	0.000810372771475	0.0	0.00962772785623	0.00246238030096	0.000721054800165	0.00131015809241	0.0	0.00050454086781	0.0	0.00127551020408	0.0	0.00188058298072	0.000634356762243	0.00164812525752	0.00164531672347
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae	0.0	0.0	0.0	0.0	0.0	0.000304197931454	0.000697836706211	0.000662427133015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000273597811218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae	0.00252403846154	0.00122536505667	0.00192372977255	0.00408163265306	0.000117966261649	0.00233218414115	0.00195394277739	0.00264970853206	0.00123001230012	0.00367849917234	0.00532558702493	0.00520446096654	0.0	0.00271444082519	0.00165782493369	0.0	0.00179533213645	0.00135869565217	0.00306748466258	0.00891410048622	0.00806451612903	0.000641848523748	0.00328317373461	0.00298722702925	0.000174687745655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.000101399310485	0.000139567341242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	0.0675480769231	0.183498417237	0.154464184678	0.163375620518	0.0769140025953	0.153518556074	0.18311235171	0.24297827239	0.00348503485035	0.00367849917234	0.00605180343742	0.00545229244114	0.0174369152254	0.00705754614549	0.00397877984085	0.0186064924782	0.0682226211849	0.00135869565217	0.00306748466258	0.0145867098865	0.00645161290323	0.0750962772786	0.00392156862745	0.00906468891636	0.0067254782077	0.00958083832335	0.0116044399596	0.0142463235294	0.0182823129252	0.00974377481054	0.0141043723554	0.0261354986044	0.017030627661	0.0151604183805
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000615006150062	0.000183924958617	0.000968288549988	0.000247831474597	0.000141763538418	0.000542888165038	0.000331564986737	0.000593824228029	0.0	0.0	0.0	0.0	0.0	0.0	0.000547195622435	0.0	0.0	0.000399201596806	0.0	0.0	0.0	0.0	0.0	0.00088809946714	0.0	0.000117522623105
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae	0.000120192307692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000410004100041	0.000183924958617	0.00169450496248	0.00247831474597	0.00127587184576	0.0	0.000994694960212	0.00574030087094	0.0	0.0	0.000766871165644	0.0032414910859	0.000806451612903	0.0	0.00145918832649	0.000515039142975	0.00148484583806	0.0	0.0	0.0	0.0	0.0	0.00141043723554	0.00228368434408	0.0013734377146	0.000352567869315
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	0.0307692307692	0.109976513836	0.121308136245	0.119580805295	0.134127639495	0.110626647739	0.115143056525	0.147986221516	0.00246002460025	0.00147139966894	0.00484144274994	0.00396530359356	0.0	0.014657980456	0.00431034482759	0.000197941409343	0.0287253141831	0.00135869565217	0.00460122699387	0.0113452188006	0.00241935483871	0.16944801027	0.00182398540812	0.00576843840132	0.000262031618482	0.00119760479042	0.00050454086781	0.0	0.000425170068027	0.0	0.000940291490362	0.0	0.00013734377146	0.000117522623105
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae	0.0703125	0.0527928111917	0.01957677945	0.0186431329288	0.0327946207385	0.0160210910566	0.0133984647592	0.0117912029677	0.00881508815088	0.0204156704065	0.00750423626241	0.00842627013631	0.052594272753	0.00488599348534	0.0162466843501	0.0779889152811	0.0718132854578	0.0054347826087	0.0153374233129	0.0243111831442	0.00403225806452	0.0263157894737	0.00693114455084	0.0189534404615	0.0382566162984	0.0606786427146	0.0560040363269	0.1484375	0.0659013605442	0.0570191266691	0.0512458862247	0.0463080436437	0.042713912924	0.0719238453402
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Acidaminobacteraceae]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000726216412491	0.000743494423792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000810372771475	0.0	0.0	0.000182398540812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae]	0.0	0.0	0.0	0.0	0.000235932523298	0.000304197931454	0.0	0.0	0.000820008200082	0.000735699834468	0.0	0.000991325898389	0.00141763538418	0.0	0.000663129973475	0.0106888361045	0.0	0.0	0.00153374233129	0.0	0.000806451612903	0.0	0.000547195622435	0.00020601565719	0.00331906716744	0.000399201596806	0.00050454086781	0.00689338235294	0.00212585034014	0.00433056658246	0.000470145745181	0.00152245622938	0.00109875017168	0.00070513573863
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae]	0.0	0.0	0.000226321149711	0.00132377275234	0.00306712280288	0.000202798620969	0.000418702023726	0.000264970853206	0.0770807708077	0.0520507632886	0.0251755022997	0.0205700123916	0.00368585199887	0.110749185668	0.0825596816976	0.0417656373713	0.0	0.0686141304348	0.0828220858896	0.0226904376013	0.0112903225806	0.00320924261874	0.14382124943	0.0558302430985	0.0373831775701	0.00159680638723	0.00050454086781	0.0	0.000850340136054	0.00577408877661	0.0	0.000507485409794	0.00054937508584	0.000822658361735
k__Bacteria;p__Firmicutes;c__Clostridia;o__OPB54;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000495662949195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae	0.000120192307692	0.00561625650975	0.00882652483875	0.00364037506895	0.000117966261649	0.00415737172987	0.00279134682484	0.00158982511924	0.00143501435014	0.000367849917234	0.00580973129993	0.00396530359356	0.000567054153672	0.00217155266015	0.00132625994695	0.00395882818686	0.00179533213645	0.00135869565217	0.0	0.00729335494327	0.00322580645161	0.0	0.0015503875969	0.00360527400082	0.000873438728273	0.000399201596806	0.00050454086781	0.000919117647059	0.000425170068027	0.00324792493685	0.000940291490362	0.00114184217204	0.00233484411482	0.00505347279351
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae	0.000360576923077	0.0	0.000226321149711	0.00330943188086	0.0	0.0	0.000139567341242	0.0	0.0172201722017	0.0194960456134	0.00992495763738	0.0198265179678	0.099376240431	0.0211726384365	0.00729442970822	0.120744259699	0.000897666068223	0.00475543478261	0.010736196319	0.0113452188006	0.0145161290323	0.000641848523748	0.0334701322389	0.0082406262876	0.0407022447375	0.072255489022	0.0227043390515	0.0523897058824	0.0892857142857	0.186214363046	0.0808650681711	0.0833544785587	0.130613926658	0.0813256551886
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae	0.0	0.0	0.000226321149711	0.0	0.0	0.0	0.0	0.0	0.0274702747027	0.013426521979	0.0157346889373	0.014126394052	0.00737170399773	0.0157437567861	0.00397877984085	0.034639746635	0.00179533213645	0.00747282608696	0.00843558282209	0.00729335494327	0.0137096774194	0.0	0.0414956680347	0.00381128965801	0.0127522054328	0.00319361277445	0.00252270433905	0.00459558823529	0.00807823129252	0.0101046553591	0.00376116596145	0.00964222278609	0.0127729707458	0.0124573980491
k__Bacteria;p__GN02;c__BD1-5;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000551774875851	0.0	0.000495662949195	0.0	0.0	0.0	0.000791765637371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000174687745655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemm-3;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000182398540812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000495662949195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes;c__OM190;o__agg27;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000615006150062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000205002050021	0.000183924958617	0.0	0.0	0.0	0.0	0.0	0.000197941409343	0.0	0.0	0.0	0.000810372771475	0.0	0.0	0.0	0.00041203131438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000182398540812	0.00020601565719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
