# Constructed from biom file
#OTU ID	C-AS/90	C-AS/90+50h	C-AS/90+140h	C/30	C/30+120h	C/90	C/90+50h	C/90+140h	LB+LP/30	LB+LP/30+120h	LB+LP/90	LB+LP/90+50h	LB+LP/90+140h	LB-AS/90	LB-AS/90+50h	LB-AS/90+140	LB-AS/90+140h	LB/30	LB/30+120h	LB/90	LB/90+50h	LB/90+140h
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__	4.82907277413e-05	0.0	0.0	0.0	0.0	0.0	3.44597854304e-05	0.0	0.0	0.0	4.05431155763e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.39566336789e-05	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bosea	4.3900661583e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000134046398543	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Ochrobactrum	6.14609262162e-05	2.49968753906e-05	0.0	0.0	3.94555139081e-05	8.6602997426e-05	8.6149463576e-05	2.14096086324e-05	0.0	1.33897488083e-05	0.000105412100498	9.24653915249e-05	5.14410852599e-05	5.28122524426e-05	5.88269898229e-06	0.0	0.000177147918512	0.0	0.0	3.0365256074e-05	0.0	5.32509718302e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	0.000105361587799	0.0	0.0	0.0	0.0	4.81127763478e-06	0.000109122653863	0.0	0.0	0.0	1.21629346729e-05	0.0	0.0	4.40102103688e-06	5.88269898229e-06	3.46248398601e-05	0.0	0.0	0.0	3.79565700925e-06	0.0	2.90459846347e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae;g__Methylopila	0.0	0.0	0.0	0.0	0.0	0.0	5.74329757173e-06	0.0	0.0	0.0	0.0	8.80622776427e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;Other	1.31701984749e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__	0.000171212580174	2.49968753906e-05	0.0	0.0	7.89110278161e-05	4.81127763478e-06	0.000241218498013	2.14096086324e-05	0.0	0.0	0.000117575035171	0.000299411743985	7.3487264657e-06	4.40102103688e-06	0.000252956056239	0.0	6.6430469442e-05	0.0	1.15264474336e-05	7.5913140185e-06	9.24457920987e-06	0.00010650194366
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium	4.3900661583e-06	0.0	0.00152133324113	0.0	0.0	2.88676658087e-05	1.14865951435e-05	2.14096086324e-05	0.0	0.0	1.21629346729e-05	4.40311388214e-06	7.3487264657e-06	2.20051051844e-05	0.0	0.0	7.38116327133e-06	0.0	0.0	2.65695990648e-05	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.40311388214e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000189513873802	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.40311388214e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.16006064444e-05	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.32012128888e-05	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.36591637606e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000919835631382	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.16006064444e-05	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acetobacter	1.31701984749e-05	0.000941548973045	0.00177488878132	0.0	0.00161767607023	1.92451105391e-05	5.74329757173e-06	0.000299734520853	0.0	6.69487440416e-05	0.0	0.0	0.0	8.80204207376e-06	0.0	0.00010387451958	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	1.72298927152e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__mitochondria;Other	0.000430226483513	0.000183310419531	0.0	0.00189753320683	0.000276188597356	0.000803483365008	0.000976360587195	0.000171276869059	0.000142936964799	0.000133897488083	0.000413539778878	0.000299411743985	0.000529108305531	0.00033887861984	0.000258838755221	0.000727121637062	0.000236197224683	5.93797782165e-05	0.000115264474336	0.000269491647657	0.000244981349061	0.000537350715741
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.47120544691e-05	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__	0.0	8.33229179686e-06	0.0	0.0	0.0	0.0	1.14865951435e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.84099743911e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium	4.3900661583e-06	1.66645835937e-05	0.0	1.95621980086e-05	0.0	0.0	1.72298927152e-05	0.0	0.0	0.0	0.0	1.76124555285e-05	0.0	3.96091893319e-05	0.0	0.0	0.0	0.0	0.0	3.79565700925e-06	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium	1.75602646332e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.28122524426e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas	8.78013231659e-06	0.0	0.0	0.0	0.0	3.84902210782e-05	6.89195708608e-05	4.28192172647e-05	0.0	0.0	0.0	3.0821797175e-05	0.0	0.0	1.17653979646e-05	0.0	0.0	0.0	0.0	3.79565700925e-06	0.0	1.93639897564e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.3487264657e-06	0.0	0.0	0.0	1.47623265427e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__;g__	2.63403969498e-05	0.0	0.0	0.0	0.0	0.0	1.14865951435e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter	5.26807938996e-05	0.0	0.0	3.91243960171e-05	0.0	0.0	5.74329757173e-06	0.0	0.0	0.0	0.0	0.0	7.3487264657e-06	8.80204207376e-06	0.0	0.0	0.000147623265427	0.0	1.15264474336e-05	7.5913140185e-06	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia	3.95105954247e-05	0.0	0.0	0.0	0.0	0.0	3.44597854304e-05	0.0	0.0	0.0	8.10862311525e-06	0.0	1.46974529314e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.24457920987e-06	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pandoraea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2143489814e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.14096086324e-05	0.0	0.0	0.0	4.40311388214e-06	2.20461793971e-05	0.0	1.76480969469e-05	0.0	7.38116327133e-06	0.0	0.0	0.0	6.00897648641e-05	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__	4.3900661583e-06	8.33229179686e-06	0.000299656547496	0.0	0.0	8.17917197912e-05	0.0	0.00104907082299	0.0	0.0	0.0	0.0	0.0	8.80204207376e-06	0.000147067474557	0.0	4.4286979628e-05	0.0	0.0	1.13869710278e-05	0.000457606670888	1.93639897564e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas	6.58509923745e-05	0.0	0.0	0.0	0.0	4.81127763478e-06	1.14865951435e-05	0.0	1.29942695271e-05	0.0	4.05431155763e-06	0.0	0.0	4.40102103688e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Paucibacter	0.0	0.0	0.0	0.0	0.0	4.81127763478e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.40102103688e-06	5.88269898229e-06	0.0	0.0	0.0	0.0	0.0	1.84891584197e-05	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;Other	0.0	0.0	0.0	0.0	0.0	0.0	2.87164878587e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.90493061707e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.38116327133e-06	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Ralstonia	0.001747246331	0.000324959380077	0.0	0.0	0.0	2.88676658087e-05	0.000631762732891	0.0	0.0	0.0	7.70319195949e-05	8.80622776427e-06	0.0	0.0	2.35307959292e-05	3.46248398601e-05	0.0	0.0	0.0	0.0	0.000462228960493	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__0319-6G20;g__	0.0	0.0	0.000184404029228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.40102103688e-06	5.88269898229e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other;Other;Other	0.000210723175598	8.33229179686e-06	0.0	0.00127154287056	0.0	0.000408958598956	0.000292908176158	0.0	1.29942695271e-05	0.0	3.2434492461e-05	5.72404804678e-05	0.000117579623451	6.60153155532e-05	8.82404847344e-05	3.46248398601e-05	0.00011071744907	0.0	1.15264474336e-05	3.0365256074e-05	3.69783168395e-05	4.84099743911e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__	2.19503307915e-05	0.0	0.0	0.000117373188051	3.94555139081e-05	1.92451105391e-05	2.87164878587e-05	0.0	0.0	0.0	0.0	0.0	1.46974529314e-05	0.0	5.88269898229e-06	0.0	7.38116327133e-06	0.0	0.0	0.0	0.0	4.84099743911e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;Other	0.00302036551691	0.000749906261717	2.30505036535e-05	0.0073162620552	0.0	0.00562438355505	0.00621999127019	0.000149867260426	0.000207908312434	0.000200846232125	0.000896002854235	0.000792560498785	0.00118314496098	0.000774579702491	0.00114712630155	0.000969495516083	0.00186005314438	0.000385968558407	0.000219002501239	0.000595918150452	0.000855123576913	0.00119088537002
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__	0.0816640106766	0.0284714410699	0.000829818131526	0.206889806139	0.000631288222529	0.200952632972	0.250528383377	0.0125888498758	0.00619826656445	0.00694927963151	0.0281855739486	0.027457818169	0.044452446391	0.026855030367	0.0394493793753	0.0174855441294	0.0482949512843	0.00826863411665	0.00661618082691	0.0175511180108	0.0251868560573	0.0315245753235
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Citrobacter	4.3900661583e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.88269898229e-06	0.0	0.0	0.0	0.0	3.79565700925e-06	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Cronobacter	4.3900661583e-06	0.0	0.0	3.91243960171e-05	0.0	1.44338329043e-05	0.0	0.0	0.0	1.33897488083e-05	4.05431155763e-06	8.80622776427e-06	1.46974529314e-05	4.40102103688e-06	1.17653979646e-05	0.0	7.38116327133e-06	0.0	0.0	3.79565700925e-06	4.62228960493e-06	2.90459846347e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Dickeya	8.78013231659e-06	0.0	0.0	0.0	0.0	4.81127763478e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Erwinia	3.07304631081e-05	8.33229179686e-06	0.0	0.000195621980086	0.0	9.14142750607e-05	5.74329757173e-05	0.0	1.29942695271e-05	1.33897488083e-05	5.27060502491e-05	5.28373665856e-05	8.08359911227e-05	1.76040841475e-05	5.29442908406e-05	0.0	4.4286979628e-05	0.0	1.15264474336e-05	2.27739420555e-05	3.69783168395e-05	3.38869820738e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Ewingella	8.78013231659e-06	0.0	0.0	0.0	0.0	0.0	1.14865951435e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.84099743911e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Klebsiella	0.00126433905359	0.000358288547265	2.30505036535e-05	0.00383419080968	0.0	0.00307921768626	0.0035551011969	0.000256915303588	0.000220902581961	0.000133897488083	0.000567603618068	0.000449117615978	0.000654036655448	0.000514919461315	0.00079416436261	0.000242373879021	0.00108503100089	0.00043050339207	0.000161370264071	0.00035679175887	0.000526941014962	0.000406643784885
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Morganella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45229923173e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Pantoea	4.3900661583e-06	0.0	0.0	0.0	0.0	4.81127763478e-06	2.29731902869e-05	0.0	1.29942695271e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.38116327133e-06	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Proteus	0.000114141720116	4.99937507812e-05	0.0	3.91243960171e-05	0.0	6.73578868869e-05	4.59463805739e-05	0.0	2.59885390543e-05	1.33897488083e-05	0.000121629346729	7.92560498785e-05	0.000132277076383	5.28122524426e-05	7.64750867698e-05	3.46248398601e-05	0.000125479775613	7.42247227707e-05	5.76322371682e-05	3.79565700925e-05	0.000106312660913	0.00010650194366
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Providencia	0.0	0.0	0.0	0.0	0.0	0.0	1.14865951435e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.47623265427e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Serratia	0.186775364705	0.0658084406116	0.000115252518268	0.110643791936	0.000473466166897	0.22133801631	0.314164120471	0.00201250321144	0.0030666476084	0.00400353489369	0.0369631584709	0.0527316918525	0.0837313893502	0.0513643165214	0.0838402258956	0.0614244659118	0.129030115146	0.00347371702567	0.00423020620814	0.0297769292376	0.0498144150724	0.0699040030208
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Trabulsiella	8.78013231659e-06	8.33229179686e-06	0.0	1.95621980086e-05	0.0	1.92451105391e-05	5.74329757173e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.38116327133e-06	1.48449445541e-05	0.0	7.5913140185e-06	4.62228960493e-06	9.68199487822e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Candidatus Portiera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.93949058628e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus	0.0	0.0	0.0	0.0	0.0	2.40563881739e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	2.29731902869e-05	0.0	0.0	0.0	4.05431155763e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter	4.3900661583e-06	8.33229179686e-06	0.0	0.0	0.0	0.0	0.0	0.000834974736662	0.0	0.0	4.05431155763e-06	0.0	0.0	4.40102103688e-06	0.0	0.0	0.0	0.0	0.0	3.79565700925e-06	0.0	2.42049871956e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	0.0	0.0	0.0	0.0	0.0	6.25466092521e-05	1.14865951435e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;Other	0.0	0.0	0.0	0.0	0.0	1.44338329043e-05	0.0	0.0	1.29942695271e-05	5.35589952332e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.70680817036e-05	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__	0.000131701984749	4.16614589843e-05	2.30505036535e-05	0.0	0.00110475438943	3.36789434434e-05	8.6149463576e-05	0.000256915303588	0.0	1.33897488083e-05	6.08146733644e-05	1.32093416464e-05	5.14410852599e-05	8.80204207376e-06	1.17653979646e-05	0.0	1.47623265427e-05	0.0	0.0	2.65695990648e-05	4.62228960493e-06	9.19789513431e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Ignatzschineria	0.0	0.0	0.0	0.0	0.0	0.0	5.74329757173e-06	0.0	0.0	4.01692464249e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.84891584197e-05	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas	1.31701984749e-05	0.0	0.0	0.0	0.0	9.62255526955e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.20461793971e-05	1.32030631106e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.84099743911e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas	2.63403969498e-05	0.0	0.0	5.86865940257e-05	3.94555139081e-05	1.92451105391e-05	0.000114865951435	6.42288258971e-05	0.0	1.33897488083e-05	8.51405427101e-05	1.32093416464e-05	2.93949058628e-05	1.76040841475e-05	0.0	0.0	2.2143489814e-05	0.0	0.0	4.93435411203e-05	0.0	7.74559590258e-05
k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.43258693458e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
